"areasymbol","areaname","mukey","musym","muname","cokey","compname","comppct_r","chkey","hzname","hzdept_r","hzdepb_r","claytotal_r","sandtotal_r","sandvf_r","silttotal_r","om_r","dbthirdbar_r","kffact","kwfact","hydgrp","slope_r"
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406570,"225yu","Sites gravelly loam, bedrock substratum, 3 to 8 percent slopes",27306663,"Sites",80,81505171,"A",0,13,21,41.6,12,37.4,6,1,".28",".15","C",6
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406580,"257","Llanoseco silty clay loam, 0 to 1 percent slopes, frequently flooded",27306676,"Llanoseco",90,81507467,"Ap",0,20,33,3.6,3.1,63.6,2.2,1.45,".43",".43","C",0
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406587,"258","Codora silty clay loam, 0 to 1 percent slopes, occasionally flooded",27306681,"Codora",85,81506856,"Ap",0,15,31,4,2.4,65,2,1.5,".37",".37","C",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406594,"307","Duric Xerarents, 0 to 1 percent slopes",27306685,"Duric Xerarents",70,81506859,"Ap",0,5,38,31.1,8.6,30.9,1,1.45,".32",".32","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406595,"306","Duric Xerarents , 0 to 1 percent slopes",27306693,"Duric Xerarents",50,81507501,"Ap",0,20,24,39.1,11.6,36.9,0.5,1.5,".37",".37","C/D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406599,"370","Palexerults, 2 to 15 percent slopes",27306698,"Palexerults",80,81506875,"A",0,5,20,42.1,12.2,37.9,1,1.5,".37",".28","C",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406600,"366","Palexerults, 30 to 50 percent slopes",27306707,"Palexerults",80,81506872,"A",0,5,20,42.1,12.2,37.9,1,1.5,".37",".28","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406601,"365","Palexerults, 15 to 30 percent slopes",27306714,"Palexerults",80,81506861,"A",0,5,20,42.1,12.2,37.9,1,1.5,".37",".28","C",20
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406606,"364","Ultic Haploxeralfs, sandstone, low elevation complex 15 to 30 percent slopes",27306721,"Ultic Haploxeralfs",40,81506897,"A",0,5,16,65.1,10.3,18.9,1.5,1.55,".24",".24","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406606,"364","Ultic Haploxeralfs, sandstone, low elevation complex 15 to 30 percent slopes",27306722,"Ultic Haploxeralfs",50,81507487,"A",0,8,16,68,16.7,16,1.5,1.55,".28",".28","C",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406607,"363","Ultic Haploxeralfs, sandstone, low elevation, complex, 5 to 15 percent slopes",27306728,"Ultic Haploxeralfs",60,81506889,"A",0,5,16,65.1,10.3,18.9,1.5,1.55,".24",".24","C",5
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406607,"363","Ultic Haploxeralfs, sandstone, low elevation, complex, 5 to 15 percent slopes",27306734,"Ultic Haploxeralfs",30,81507480,"A",0,8,16,68,16.7,16,1.5,1.55,".28",".28","C",12
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406608,"362","Ultic Haploxeralfs, sandstone, low elevation, complex, 2 to 5 percent slopes",27306735,"Ultic Haploxeralfs",60,81506881,"A",0,5,16,65.1,10.3,18.9,1.5,1.55,".24",".24","C",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406608,"362","Ultic Haploxeralfs, sandstone, low elevation, complex, 2 to 5 percent slopes",27306736,"Ultic Haploxeralfs",25,81507473,"A",0,8,16,68,16.7,16,1.5,1.55,".28",".28","C",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406628,"449","Haploxerolls loam, 0 to 2 percent slopes",27306743,"Haploxerolls",75,81507520,"Ap1",0,10,24,33.3,10,42.7,4,1.5,".28",".28","B",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",1406629,"448","Haploxerolls clay loam, 0 to 2 percent slopes",27306750,"Haploxerolls",75,81506940,"Ap1",0,13,35,33.3,10,31.7,4,1.45,".24",".24","C",1
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528080,"126It","Carberry gravelly fine sandy loam, 15 to 30 percent slopes",27089573,"Carberry",85,80877917,"H1",0,13,8.5,69.7,18.8,21.8,6.5,0.6,".24",".10","A",23
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528082,"134It","Coneward loamy sand, 2 to 15 percent slopes",27089581,"Coneward",80,80877921,"H1",0,20,4,79.2,15.3,16.8,0.75,1.65,".24",".24","A",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528084,"167It","Fiddler-Whitinger complex, 5 to 15 percent slopes",27089582,"Fiddler",50,80877925,"H1",0,13,22.5,39.8,11.9,37.7,2,1.43,".37",".10","D",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528087,"168It","Fiddler-Whitinger complex, 15 to 30 percent slopes",27089587,"Fiddler",50,80877931,"H1",0,13,22.5,39.8,11.9,37.7,2,1.43,".37",".10","D",23
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528093,"187It","Hunsinger-Chirpchatter complex, 2 to 15 percent slopes",27089599,"Chirpchatter",25,80877943,"H1",0,18,14,66.8,10.6,19.2,2,1.43,".17",".17","B",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528169,"195It","Jellico-Splawn complex, 15 to 30 percent slopes",27089609,"Jellico",50,80877953,"H1",0,15,17.5,29.1,9.4,53.4,2,1.4,".43",".17","C",23
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528169,"195It","Jellico-Splawn complex, 15 to 30 percent slopes",27089610,"Splawn",35,80877955,"H1",0,8,21.5,41.4,11.9,37.1,2,1.43,".32",".10","D",23
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528171,"196It","Jellico-Splawn complex, 30 to 50 percent slopes",27089615,"Jellico",50,80877960,"H1",0,13,17.5,29.1,9.4,53.4,2,1.4,".43",".17","C",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528171,"196It","Jellico-Splawn complex, 30 to 50 percent slopes",27089616,"Splawn",35,80877965,"H1",0,20,21.5,41.4,11.9,37.1,2,1.43,".32",".10","D",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528173,"199It","Jellycamp-Karcal-Longcreek complex, cool, 2 to 15 percent slopes",27089625,"Jellycamp",35,80877967,"H1",0,18,23.5,39.2,11.6,37.3,1.5,1.43,".43",".15","D",6
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528173,"199It","Jellycamp-Karcal-Longcreek complex, cool, 2 to 15 percent slopes",27089627,"Longcreek",20,80877974,"H1",0,8,23.5,39.2,11.6,37.3,2.5,1.5,".37",".15","D",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528175,"200It","Jellycamp-Lassen-Longcreek complex, 2 to 15 percent slopes",27089628,"Jellycamp",35,80877979,"H1",0,8,23.5,39.2,11.6,37.3,1.5,1.43,".43",".15","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528175,"200It","Jellycamp-Lassen-Longcreek complex, 2 to 15 percent slopes",27089629,"Lassen",30,80877982,"H1",0,8,50,22.1,5.3,27.9,1.5,1.28,".10",".05","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528175,"200It","Jellycamp-Lassen-Longcreek complex, 2 to 15 percent slopes",27089630,"Longcreek",20,80877985,"H1",0,8,23.5,39.2,11.6,37.3,2.5,1.5,".37",".10","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528178,"201It","Jellycamp-Ollierivas complex, 2 to 9 percent slopes",27089636,"Jellycamp",40,80877989,"H1",0,8,23.5,39.2,11.6,37.3,1.5,1.43,".43",".15","D",6
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528178,"201It","Jellycamp-Ollierivas complex, 2 to 9 percent slopes",27089637,"Ollierivas",35,80877994,"H1",0,13,21.5,41.4,11.9,37.1,1.5,1.43,".37",".37","D",6
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528182,"205It","Jellycamp-Vansickle complex, extremely stony loam, 2 to 9 percent slopes",27089646,"Jellycamp",60,80878006,"H1",0,13,23.5,39.2,11.6,37.3,1.5,1.43,".43",".10","D",6
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528182,"205It","Jellycamp-Vansickle complex, extremely stony loam, 2 to 9 percent slopes",27089647,"Vansickle",30,80878011,"H1",0,15,16.5,43.5,12.3,40,1.5,1.43,".43",".15","D",6
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528193,"210It","Karcal-Cuppy complex, 2 to 15 percent slopes",27089651,"Cuppy",20,80878015,"H1",0,5,50,22.1,5.3,27.9,1.5,1.23,".10",".05","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528197,"225It","Lassen-Cuppy complex, 2 to 15 percent slopes",27089658,"Lassen",45,80878024,"H1",0,5,50,22.1,5.3,27.9,1.5,1.28,".10",".05","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528197,"225It","Lassen-Cuppy complex, 2 to 15 percent slopes",27089659,"Cuppy",35,80878028,"H1",0,5,50,22.1,5.3,27.9,1.5,1.23,".10",".05","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528199,"229It","Lava flows-Gassaway complex, 2 to 15 percent slopes",27089664,"Gassaway",30,80878034,"H1",0,8,15,44.3,12.5,40.7,2,0.9,".43",".20","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528248,"247It","Matquaw gravelly sandy loam, 0 to 5 percent slopes",27089667,"Matquaw",85,80878036,"H1",0,10,12.5,67.9,10.7,19.6,6,1.48,".17",".10","B",3
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528250,"292It","Ricketts-Orhood complex, 2 to 15 percent slopes",27089673,"Orhood",35,80878044,"H1",0,8,12.5,45.7,12.9,41.8,2,1.45,".49",".15","D",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528252,"296It","Ricketts-Searvar complex, 5 to 30 percent slopes",27089680,"Ricketts",50,80878050,"H1",0,13,13.5,67,10.6,19.5,1.5,1.53,".24",".24","C",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528252,"296It","Ricketts-Searvar complex, 5 to 30 percent slopes",27089681,"Searvar",35,80878055,"H1",0,15,12.5,45.7,12.9,41.8,4,1.3,".32",".15","C",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528254,"308It","Scarface-Gasper complex, 2 to 15 percent slopes",27089683,"Gasper",35,80878063,"H1",0,10,12.5,67.9,10.7,19.6,4.5,0.85,".10",".05","C",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528256,"322It","Trojan-Erig complex, 15 to 30 percent slopes",27089688,"Trojan",55,80878068,"H1",0,10,21.5,41.4,11.9,37.1,2.5,1.3,".32",".32","C",23
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528258,"325It","Wengler very gravelly coarse sandy loam, 5 to 15 percent slopes",27089692,"Wengler",80,80878078,"H1",0,10,0,69.4,8.8,30.6,8,0.88,".24",".10","A",10
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528260,"326It","Wengler very gravelly coarse sandy loam, 15 to 30 percent slopes",27089700,"Wengler",80,80878082,"H1",0,10,0,69.4,8.8,30.6,8,0.88,".24",".10","A",23
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528262,"327It","Wengler very gravelly coarse sandy loam, 30 to 50 percent slopes",27089701,"Wengler",80,80878086,"H1",0,10,0,69.4,8.8,30.6,8,0.88,".24",".10","A",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528306,"101su","Almanor-Whorled-Inville complex, 0 to 15 percent slopes",27089706,"Tahand",5,80878093,"A1",0,8,15,65.9,10.4,19.1,3,0.78,".17",".10","C",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528306,"101su","Almanor-Whorled-Inville complex, 0 to 15 percent slopes",27089707,"Almanor",40,80878098,"A",0,13,18,66.8,9.8,15.2,5,0.75,".15",".05","A",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528306,"101su","Almanor-Whorled-Inville complex, 0 to 15 percent slopes",27089708,"Whorled",35,80878102,"A",0,13,10,66.6,11.9,23.4,5,0.75,".20",".10","B",9
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528313,"138su","Cagwin loamy coarse sand, 30 to 50 percent slopes",27089721,"Cagwin",85,80878134,"A",0,20,2.5,80.2,9.1,17.3,3.5,1.13,".15",".10","A",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528313,"138su","Cagwin loamy coarse sand, 30 to 50 percent slopes",27089722,"Cagwin",1,80878137,"A",0,20,2.5,80.2,9.1,17.3,3.5,1.13,".15",".10","A",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528313,"138su","Cagwin loamy coarse sand, 30 to 50 percent slopes",27089723,"Cagwin family",3,80878140,"A",0,20,2.5,80.2,9.1,17.3,3.5,1.13,".15",".10","A",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528313,"138su","Cagwin loamy coarse sand, 30 to 50 percent slopes",27089726,"Quartzburg",1,80878149,"A",0,18,6,84.9,16.6,9.1,2,1.58,".10",".05","A",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528317,"172su","Devada-Gavel complex, 9 to 30 percent slopes",27089730,"Ulhalf",5,80878157,"A",0,10,17.5,43,12.1,39.5,2,1.45,".37",".15","C",20
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528317,"172su","Devada-Gavel complex, 9 to 30 percent slopes",27089731,"Devada",60,80878162,"A",0,18,21,41.6,12,37.4,2,1.2,".37",".10","D",20
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528317,"172su","Devada-Gavel complex, 9 to 30 percent slopes",27089732,"Gavel",35,80878164,"A",0,10,15,44.3,12.5,40.7,1.5,1.43,".28",".15","C",20
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528319,"179su","Devada-Rock outcrop association, 2 to 50 percent slopes",27089733,"Longcreek",10,80878167,"A",0,8,23.5,39.2,11.6,37.3,2.5,1.5,".32",".15","D",32
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528319,"179su","Devada-Rock outcrop association, 2 to 50 percent slopes",27089734,"Devada",70,80878172,"A",0,18,21,41.6,12,37.4,2,1.2,".37",".10","D",26
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528323,"184su","Eaglelake very gravelly loam, 2 to 9 percent slopes",27089738,"Eaglelake",5,80878181,"A",0,20,17.5,43,12.1,39.5,2.5,1.4,".37",".17","C",7
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528323,"184su","Eaglelake very gravelly loam, 2 to 9 percent slopes",27089741,"Eaglelake",85,80878188,"A",0,20,17.5,43,12.1,39.5,2.5,1.4,".37",".17","C",6
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528327,"190su","Easte-Roop complex, 5 to 30 percent slopes",27089750,"Roop",35,80878213,"A1",0,13,11.5,45.3,12.7,43.2,3.5,1.35,".32",".15","B",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528327,"190su","Easte-Roop complex, 5 to 30 percent slopes",27089754,"Roop",2,80878221,"A1",0,13,11.5,45.3,12.7,43.2,3.5,1.35,".32",".15","B",22
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528329,"191su","Easte-Roop complex, 30 to 50 percent",27089760,"Roop",40,80878235,"A1",0,13,11.5,45.3,12.7,43.2,3.5,1.35,".32",".15","B",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528331,"194su","Fiddler-Gavel-Rubble land complex, 5 to 30 percent slopes",27089761,"Fiddler",35,80878240,"A",0,20,22.5,39.8,11.9,37.7,2,1.43,".37",".10","D",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528331,"194su","Fiddler-Gavel-Rubble land complex, 5 to 30 percent slopes",27089762,"Gavel",30,80878244,"A",0,10,15,44.3,12.5,40.7,1.5,1.43,".28",".15","C",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528331,"194su","Fiddler-Gavel-Rubble land complex, 5 to 30 percent slopes",27089765,"Devada",7,80878249,"A",0,18,21,41.6,12,37.4,2,1.2,".37",".10","D",27
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528331,"194su","Fiddler-Gavel-Rubble land complex, 5 to 30 percent slopes",27089766,"Orhood",6,80878251,"A",0,10,12.5,45.7,12.9,41.8,2,1.45,".49",".15","D",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528331,"194su","Fiddler-Gavel-Rubble land complex, 5 to 30 percent slopes",27089768,"Whitinger",2,80878260,"A",0,15,22.5,39.8,11.9,37.7,1.5,1.45,".37",".10","C",17
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528333,"208su","Forgay extremely gravelly sandy loam, 0 to 2 percent slopes",27089769,"Fluvents",5,80878264,"C1",0,10,8.5,64.8,38.7,26.7,1.25,1.35,".55",".55","B",1
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528333,"208su","Forgay extremely gravelly sandy loam, 0 to 2 percent slopes",27089770,"Riverwash",5,80878266,"H1",0,15,0.5,92.9,5.6,NA,0.05,NA,NA,NA,NA,1
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528335,"218su","Gavel stony loam, 5 to 30 percent slopes",27089774,"Devada",8,80878275,"A",0,18,21,41.6,12,37.4,2,1.2,".37",".10","D",22
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528335,"218su","Gavel stony loam, 5 to 30 percent slopes",27089776,"Gavel",85,80878280,"A",0,10,15,44.3,12.5,40.7,1.5,1.43,".28",".15","C",18
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528337,"219su","Gavel-Devada complex, 30 to 50 percent slopes",27089777,"Gavel",55,80878283,"A",0,10,15,65.9,10.4,19.1,1.5,1.48,".24",".10","C",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528337,"219su","Gavel-Devada complex, 30 to 50 percent slopes",27089778,"Devada",35,80878287,"A",0,18,21,41.6,12,37.4,2,1.2,".37",".10","D",40
"CA708","Lassen National Forest, California, Parts of Lassen, Plumas, Butte, Shasta, and Siskiyou Counties",1528337,"219su","Gavel-Devada complex, 30 to 50 percent slopes",27089779,"Devada",10,80878290,"A",0,18,21,41.6,12,37.4,2,1.2,".37",".10","D",60
